student_id,cohort_year,faculty,department,academic_career,programme,saqa_id,nqf_level,min_credits,min_years_to_complete,qualification_source,school_quintile,first_gen_flag,home_language_eal_flag,geographic_origin,nbt_academic_literacy,nbt_quantitative_literacy,nbt_mathematics,nsc_mathematics_pct,nsc_physical_science_pct,nsc_english_pct,matric_aggregate_pct,aps_score,nsfas_eligible_initial
SYN101487,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,5,0,0,urban,68.4,75.2,57.4,84.1,80.9,45.7,63.3,33,0
SYN101488,2023,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,0,0,urban,69.9,82.5,90.1,59.3,46.9,70.1,66.9,27,0
SYN101489,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,2,1,0,urban,64.8,74.0,37.9,21.5,48.3,60.9,44.6,18,1
SYN101490,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,1,1,1,rural,40.3,42.7,35.2,39.0,34.3,59.5,43.1,16,1
SYN101491,2023,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,4,0,0,urban,82.9,67.7,60.2,72.7,58.0,64.9,62.8,22,0
SYN101492,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,2,0,0,rural,39.0,53.9,32.4,69.3,66.9,46.2,56.8,25,1
SYN101493,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,2,0,1,urban,93.6,45.8,25.0,45.3,52.6,49.3,44.4,17,1
SYN101494,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,2,0,1,rural,65.2,45.9,17.4,69.9,58.2,40.7,54.4,20,1
SYN101495,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,2,1,1,rural,65.4,38.7,46.6,69.1,52.4,76.0,80.4,33,1
SYN101496,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,3,1,0,urban,49.0,42.0,76.2,56.9,45.4,47.5,49.2,25,1
SYN101497,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,1,1,0,rural,50.0,58.7,31.5,63.4,43.0,60.1,67.5,31,1
SYN101498,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,3,0,1,urban,82.0,76.3,52.2,67.0,46.6,56.7,51.4,20,1
SYN101499,2022,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,1,1,1,urban,50.0,23.8,28.3,72.2,20.0,44.8,49.8,19,1
SYN101500,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,3,1,1,urban,84.9,31.4,49.5,57.3,49.1,71.8,60.7,31,0
SYN101501,2023,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,5,0,0,urban,59.4,53.6,45.8,100.0,62.7,71.8,72.5,33,0
SYN101502,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,4,0,0,urban,58.2,74.8,50.4,53.1,74.8,33.3,57.4,22,0
SYN101503,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,2,0,1,rural,54.5,44.9,66.6,68.4,43.5,44.7,49.3,24,1
SYN101504,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,4,0,0,urban,50.6,70.4,41.0,79.4,70.3,84.3,80.5,33,0
SYN101505,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,2,1,1,urban,58.0,50.0,32.0,60.5,74.9,68.0,74.5,29,1
SYN101506,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,0,urban,56.2,41.9,64.1,86.5,60.1,44.4,74.1,33,1
SYN101507,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,2,0,1,rural,56.8,40.5,68.7,67.8,43.1,43.3,52.8,21,1
SYN101508,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,2,1,1,urban,43.7,27.7,49.7,47.2,72.8,60.7,50.3,18,1
SYN101509,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,2,1,1,rural,61.9,69.6,47.4,40.4,75.4,55.1,60.8,24,1
SYN101510,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,3,0,1,urban,52.1,33.7,55.3,56.3,53.9,66.3,62.1,26,1
SYN101511,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,3,0,1,rural,69.4,51.9,61.3,72.1,51.0,71.4,65.5,28,0
SYN101512,2021,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,0,1,urban,53.8,64.7,77.1,52.3,45.4,51.8,50.3,20,1
SYN101513,2022,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,4,0,0,urban,54.6,54.7,33.9,38.0,64.6,69.2,67.0,28,0
SYN101514,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,4,0,0,urban,74.3,80.7,61.0,79.2,53.4,59.0,70.6,26,1
SYN101515,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,0,urban,84.0,79.6,62.8,84.5,70.5,75.7,71.7,35,0
SYN101516,2021,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,5,0,0,urban,60.3,58.6,54.3,62.3,56.8,75.6,66.3,29,0
SYN101517,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,0,0,urban,83.4,60.3,27.4,47.3,75.2,64.2,60.1,18,0
SYN101518,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,4,0,0,urban,77.0,55.2,78.3,42.0,37.2,44.2,32.9,15,1
SYN101519,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,0,0,urban,72.5,42.1,54.1,65.9,48.4,62.0,52.5,20,0
SYN101520,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,4,0,0,urban,56.5,49.6,64.9,77.6,72.3,76.9,76.0,29,1
SYN101521,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,3,1,0,urban,53.1,68.5,29.8,62.9,54.5,69.9,55.6,19,1
SYN101522,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,1,0,1,urban,45.9,46.7,19.9,57.0,31.1,46.7,38.1,16,1
SYN101523,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,4,0,0,urban,68.6,46.3,57.9,34.4,69.7,49.5,57.1,17,1
SYN101524,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,2,1,1,urban,47.9,43.6,39.2,44.9,20.6,57.0,40.2,20,1
SYN101525,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,5,0,0,urban,76.5,92.2,64.0,50.8,75.2,58.6,61.0,27,0
SYN101526,2023,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,3,0,1,urban,84.9,33.6,49.6,87.6,55.5,76.2,76.4,32,1
SYN101527,2022,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,4,0,0,urban,69.9,69.7,73.8,71.1,59.1,61.7,62.2,27,1
SYN101528,2023,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,4,0,0,urban,68.5,60.1,58.0,57.5,28.8,73.3,64.2,28,0
SYN101529,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,4,1,0,urban,60.1,66.0,69.9,77.5,35.2,45.0,55.5,21,1
SYN101530,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,5,0,0,urban,73.1,74.1,77.7,61.3,77.4,71.2,76.6,32,0
SYN101531,2023,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,3,1,0,urban,72.4,53.5,45.4,88.5,38.9,74.8,72.5,30,0
SYN101532,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,67.3,35.3,64.1,58.6,35.1,61.2,49.7,25,0
SYN101533,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,73.7,71.9,56.5,78.0,64.4,43.4,60.1,22,0
SYN101534,2022,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,2,1,1,rural,71.3,36.5,27.2,84.7,51.3,58.4,61.1,26,1
SYN101535,2022,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,5,1,0,rural,57.6,69.7,81.0,69.6,60.1,55.9,63.6,23,0
SYN101536,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,1,0,1,rural,55.0,32.9,26.8,45.9,51.8,54.2,50.0,21,1
SYN101537,2021,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,2,0,1,rural,54.9,33.8,29.0,92.3,55.5,72.0,77.5,36,1
SYN101538,2021,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,1,1,1,rural,52.5,48.6,63.5,29.7,65.3,50.2,54.7,22,1
SYN101539,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,1,0,urban,49.4,36.3,46.9,48.5,37.3,59.6,41.0,18,1
SYN101540,2021,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,5,0,0,urban,58.8,66.5,75.0,53.0,61.7,79.2,60.3,27,0
SYN101541,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,1,0,1,urban,55.7,36.0,20.8,59.1,41.8,61.1,55.9,22,1
SYN101542,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,4,0,0,urban,68.3,64.2,56.0,44.4,81.2,55.8,65.1,31,0
SYN101543,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,1,0,1,rural,51.6,54.5,33.8,39.6,42.2,69.2,50.1,27,0
SYN101544,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,1,1,1,urban,71.3,45.0,49.9,29.5,52.6,41.8,42.6,15,1
SYN101545,2022,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,2,1,0,rural,76.5,35.7,75.2,53.4,20.2,38.6,41.2,18,0
SYN101546,2023,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,1,1,1,rural,55.1,47.5,41.2,68.3,27.8,32.9,48.1,17,1
SYN101547,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,3,1,0,urban,62.0,62.1,42.6,72.4,47.9,34.7,53.3,25,0
SYN101548,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,3,1,1,rural,60.7,77.8,56.0,92.3,60.5,52.2,65.4,28,0
SYN101549,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,3,0,1,urban,38.9,42.2,53.9,59.5,82.0,71.5,75.7,31,0
SYN101550,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,3,1,0,urban,57.1,76.9,25.2,38.9,53.7,55.6,46.0,20,0
SYN101551,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,4,0,0,urban,52.0,71.5,81.9,79.5,65.8,55.0,65.3,31,0
SYN101552,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,1,0,urban,67.5,52.2,62.5,73.2,66.9,63.6,69.3,26,0
SYN101553,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,4,0,0,urban,62.5,53.2,51.0,36.9,36.1,70.2,40.7,15,0
SYN101554,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,5,0,0,urban,54.1,70.2,51.9,55.1,94.9,66.9,71.2,30,0
SYN101555,2021,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,5,0,0,urban,51.7,63.3,38.6,50.1,85.8,77.9,77.0,28,1
SYN101556,2023,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,1,0,1,urban,47.3,43.7,38.7,66.7,31.8,68.6,49.3,24,1
SYN101557,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,2,1,0,rural,48.7,68.0,50.8,67.7,52.7,53.9,61.9,27,0
SYN101558,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,1,1,urban,74.2,79.1,72.6,71.7,62.0,89.2,70.6,32,0
SYN101559,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,1,0,1,rural,45.3,60.9,48.1,42.0,64.7,44.6,50.3,20,1
SYN101560,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,3,0,0,urban,45.1,67.0,17.8,81.9,57.6,42.9,56.0,19,1
SYN101561,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,0,1,urban,78.5,82.7,53.1,66.5,54.8,67.4,59.0,24,0
SYN101562,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,60.0,74.7,58.3,70.3,68.5,84.6,76.4,32,1
SYN101563,2022,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,3,1,0,urban,52.2,53.3,48.9,57.1,75.8,44.3,69.2,29,1
SYN101564,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,1,0,0,rural,42.7,45.6,44.5,56.1,31.3,35.4,43.6,23,1
SYN101565,2021,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,4,0,0,urban,77.6,63.4,27.0,51.4,51.7,53.7,53.3,23,0
SYN101566,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,2,1,1,urban,55.8,70.3,30.3,76.5,37.0,87.9,62.4,29,0
SYN101567,2023,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,3,0,1,urban,92.1,56.0,5.8,62.8,67.0,51.4,56.9,24,0
SYN101568,2021,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,5,0,1,urban,54.8,63.5,70.5,68.0,75.2,75.8,75.6,31,0
SYN101569,2022,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,0,urban,83.0,82.6,40.4,78.4,60.7,64.7,66.3,32,0
SYN101570,2021,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,3,1,1,rural,66.9,71.9,53.6,50.4,39.8,63.5,50.7,21,0
SYN101571,2021,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,4,1,1,rural,76.7,54.9,36.1,81.1,45.4,63.1,65.7,28,1
SYN101572,2021,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,5,0,1,urban,55.1,51.6,74.3,74.2,66.3,58.6,73.0,31,0
SYN101573,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,4,0,0,rural,62.8,61.1,67.1,57.6,73.3,27.3,52.4,22,0
SYN101574,2023,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,0,0,urban,88.2,69.4,75.2,69.3,56.9,63.7,61.9,28,0
SYN101575,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,3,1,0,rural,83.7,73.9,34.5,61.2,59.5,57.2,58.5,24,1
SYN101576,2022,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,4,0,0,urban,60.4,67.2,56.6,70.0,55.9,85.1,67.0,36,0
SYN101577,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,3,1,0,urban,45.1,60.0,48.0,49.7,73.3,49.4,55.2,21,0
SYN101578,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,4,0,0,urban,57.8,68.3,53.5,84.3,58.4,27.0,61.0,24,0
SYN101579,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,3,1,1,urban,54.8,68.9,35.0,48.0,53.8,63.5,53.5,26,0
SYN101580,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,0,0,urban,72.4,76.3,56.5,37.8,28.5,54.1,42.7,22,1
SYN101581,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,2,0,1,urban,80.0,79.0,49.4,48.0,57.2,68.2,54.6,20,1
SYN101582,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,5,1,0,urban,73.5,72.1,47.3,83.4,85.2,43.0,79.3,31,0
SYN101583,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,1,1,rural,67.6,48.4,47.1,46.3,56.6,71.2,54.5,26,0
SYN101584,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,4,0,0,urban,66.2,77.4,51.5,67.1,51.8,74.3,60.9,25,1
SYN101585,2022,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,2,1,0,rural,48.5,60.8,43.5,44.9,52.4,57.6,54.7,18,1
SYN101586,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,2,1,0,rural,50.8,40.8,37.8,58.3,71.4,30.7,56.6,23,1
SYN101587,2022,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,1,0,1,rural,50.1,43.9,22.6,56.0,72.4,42.9,58.1,27,1
SYN101588,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,0,urban,74.1,51.9,46.1,69.9,82.9,70.2,83.6,37,0
SYN101589,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,2,1,1,rural,60.7,46.4,17.1,28.9,45.7,39.7,36.4,17,1
SYN101590,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,1,0,1,rural,37.8,50.4,39.9,48.2,44.9,58.5,52.3,20,1
SYN101591,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,3,1,0,rural,67.6,74.6,37.8,79.4,53.6,90.0,76.2,28,1
SYN101592,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,5,1,1,urban,59.7,90.9,44.3,69.7,72.7,65.2,62.9,23,0
SYN101593,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,3,1,0,rural,69.6,52.2,46.3,58.8,37.8,50.1,47.6,17,1
SYN101594,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,3,1,1,urban,68.9,88.6,67.3,31.8,50.2,56.8,49.2,18,1
SYN101595,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,5,1,0,urban,82.8,73.3,40.9,67.4,40.0,81.5,71.0,30,0
SYN101596,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,0,1,urban,82.5,80.3,65.2,48.5,52.7,66.1,49.8,22,0
SYN101597,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,2,0,1,rural,55.7,57.8,49.1,33.1,33.9,60.7,45.1,16,1
SYN101598,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,1,0,urban,69.4,52.5,61.7,96.8,72.3,62.0,72.9,29,1
SYN101599,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,1,1,1,rural,79.1,68.0,44.9,69.4,42.7,63.3,56.4,20,1
SYN101600,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,0,0,urban,72.7,73.4,62.6,65.9,43.9,89.6,69.1,30,0
SYN101601,2022,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,4,1,0,urban,85.1,73.5,55.1,70.0,72.4,46.7,71.4,31,0
SYN101602,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,3,0,1,rural,68.1,52.2,49.7,96.0,69.9,71.1,92.6,40,0
SYN101603,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,1,0,1,rural,63.8,42.7,39.3,48.3,69.2,69.1,62.1,23,1
SYN101604,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,3,0,0,rural,57.0,65.1,66.4,53.8,39.6,42.5,49.9,18,0
SYN101605,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,0,1,urban,52.3,42.3,46.5,78.4,81.8,58.8,69.5,32,0
SYN101606,2022,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,4,0,0,urban,59.7,56.7,65.6,57.1,63.6,74.2,72.6,31,0
SYN101607,2021,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,5,0,0,urban,75.3,77.5,76.0,92.8,68.9,86.5,88.0,37,0
SYN101608,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,1,0,rural,82.3,61.3,49.6,76.1,53.1,43.4,66.7,31,0
SYN101609,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,3,1,0,urban,55.4,40.0,45.0,78.7,36.3,45.4,56.4,22,0
SYN101610,2022,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,2,1,0,rural,50.3,48.8,49.3,48.5,25.4,66.3,50.2,15,1
SYN101611,2023,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,4,1,0,urban,80.0,48.6,61.4,99.3,50.5,62.6,73.4,29,1
SYN101612,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,2,0,1,urban,64.3,32.2,35.2,59.1,62.7,50.8,58.3,24,1
SYN101613,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,5,0,0,urban,76.7,99.9,57.6,64.7,54.6,53.0,55.2,25,0
SYN101614,2023,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,5,0,1,rural,87.3,92.4,33.6,71.6,69.4,67.9,66.7,31,0
SYN101615,2022,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,5,1,0,urban,83.7,36.9,55.6,57.1,59.7,68.5,63.8,29,0
SYN101616,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,0,0,urban,75.4,53.1,50.8,32.3,58.6,78.2,55.6,23,0
SYN101617,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,3,0,1,urban,77.2,64.3,39.3,52.5,86.9,63.8,68.6,26,1
SYN101618,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,3,0,0,urban,68.4,61.2,32.3,62.4,73.1,56.9,69.0,31,0
SYN101619,2022,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,1,0,1,urban,56.6,58.6,35.0,40.2,20.8,51.3,40.0,19,1
SYN101620,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,1,0,1,urban,61.1,69.1,43.4,39.8,54.4,77.9,60.6,28,1
SYN101621,2022,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,5,0,1,urban,63.5,69.3,60.0,78.2,68.6,69.9,77.2,34,1
SYN101622,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,3,1,1,urban,84.1,42.1,30.3,63.2,59.9,45.6,56.1,25,0
SYN101623,2022,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,1,1,1,rural,53.7,74.7,23.1,38.6,57.8,66.5,56.4,29,0
SYN101624,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,2,1,0,rural,38.4,68.1,57.8,48.3,50.2,74.0,47.7,21,1
SYN101625,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,5,0,0,rural,79.5,57.8,39.7,69.0,56.8,51.0,59.3,27,0
SYN101626,2022,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,0,urban,81.3,70.3,45.3,71.5,95.7,79.8,77.3,32,0
SYN101627,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,0,0,urban,71.2,76.1,53.0,63.5,69.6,68.0,58.7,22,0
