enrollment_id,student_id,academic_year,year_of_study,faculty,module_code,module_session_type,early_wave_attendance_pct,early_wave_lms_logins,early_wave_submission_rate,mid_wave_attendance_pct,mid_wave_lms_logins,mid_wave_submission_rate,mid_wave_formative_avg,engagement_consistency_score,prerequisite_grade,final_mark,module_outcome,module_failure_label
c295f2e9,SYN101772,2021,1,Education,EDU101,semester1,48.9,6,0.53,32.7,3,0.39,28.4,0.8,,49.7,Fail,1
6f1bd516,SYN101772,2021,1,Education,EDU102,semester1,48.3,4,0.38,27.2,2,0.27,56.6,0.83,,60.2,Pass,0
eae54bf4,SYN101772,2021,1,Education,EDU103,semester1,49.7,2,0.39,30.4,4,0.28,32.0,0.84,,30.6,Fail,1
9d17ee14,SYN101772,2021,1,Education,EDU104,year,58.9,4,0.42,45.3,2,0.3,31.1,0.82,,37.3,Fail,1
585843d5,SYN101772,2021,1,Education,EDU105,year,25.2,1,0.22,7.3,0,0.09,55.0,0.82,,26.2,Fail,1
a50a581f,SYN101773,2023,1,Law,LAW101,semester2,87.7,6,0.72,90.9,5,0.72,91.9,1.0,,79.5,Pass,0
2b3ee81e,SYN101773,2023,1,Law,LAW102,semester2,63.5,6,0.57,49.5,6,0.5,72.9,0.89,,36.4,Fail,1
3dccbe44,SYN101773,2023,1,Law,LAW103,semester1,74.4,8,0.73,77.9,11,0.71,57.5,0.98,,94.7,Pass,0
18754dc5,SYN101773,2023,1,Law,LAW104,semester1,87.9,10,0.69,91.6,9,0.69,76.1,1.0,,79.4,Pass,0
d3bf019b,SYN101773,2023,1,Law,LAW105,semester2,55.5,5,0.38,45.6,5,0.34,71.9,0.93,,74.6,Pass,0
87f8a2a2,SYN101773,2024,2,Law,LAW201,semester2,65.8,3,0.43,67.5,1,0.43,52.4,1.0,61.3,88.6,Pass,0
98b40d37,SYN101773,2024,2,Law,LAW202,semester1,30.0,3,0.14,30.0,2,0.12,59.6,0.96,76.1,90.6,Pass,0
b355276f,SYN101773,2024,2,Law,LAW203,semester2,66.8,8,0.49,59.4,6,0.47,56.7,0.97,74.5,90.4,Pass,0
49943b02,SYN101773,2024,2,Law,LAW204,semester2,86.7,6,0.8,84.5,5,0.77,74.6,0.96,62.2,100.0,Pass,0
48595908,SYN101773,2024,2,Law,LAW205,semester2,80.5,5,0.85,78.9,7,0.8,75.3,0.92,48.7,100.0,Pass,0
ef4f665d,SYN101773,2025,3,Law,LAW301,semester1,59.0,5,0.7,47.7,6,0.59,71.5,0.85,,85.7,Pass,0
8302744b,SYN101773,2025,3,Law,LAW302,semester2,72.1,2,0.55,68.2,3,0.54,57.2,0.99,53.2,32.9,Fail,1
b8c7c5bf,SYN101773,2025,3,Law,LAW303,year,54.2,1,0.48,51.3,0,0.41,46.8,0.91,,34.2,Fail,1
d44eafee,SYN101773,2025,3,Law,LAW304,semester2,59.2,3,0.55,48.3,0,0.48,57.9,0.9,52.1,34.8,Fail,1
827038aa,SYN101773,2026,4,Law,LAW401,semester2,58.8,3,0.5,49.2,3,0.45,65.0,0.93,,45.3,Fail,1
058f1105,SYN101773,2026,4,Law,LAW402,semester1,100.0,8,0.76,96.3,10,0.75,72.6,0.99,68.6,100.0,Pass,0
0711ce60,SYN101773,2026,4,Law,LAW403,semester1,56.5,8,0.59,46.0,11,0.57,56.3,0.97,85.9,75.7,Pass,0
e053b34e,SYN101773,2027,5,Law,LAW401,semester2,75.1,2,0.18,56.5,5,0.02,77.5,0.78,,81.6,Pass,0
20873e6e,SYN101773,2027,5,Law,LAW402,semester1,90.4,10,0.61,82.7,11,0.54,85.9,0.91,,100.0,Pass,0
9652154f,SYN101773,2027,5,Law,LAW403,semester1,81.7,2,0.72,86.3,0,0.72,67.6,1.0,77.0,84.7,Pass,0
db8c9ac7,SYN101773,2028,6,Law,LAW401,semester2,95.3,10,0.91,73.9,13,0.85,72.9,0.92,93.2,90.0,Pass,0
f3229223,SYN101773,2028,6,Law,LAW402,year,100.0,4,0.97,93.4,1,0.9,75.1,0.9,87.2,100.0,Pass,0
988fa16b,SYN101773,2028,6,Law,LAW403,semester2,92.0,13,0.88,96.8,15,0.88,78.1,1.0,,100.0,Pass,0
c9172622,SYN101774,2022,1,Commerce,COM101,semester2,56.3,4,0.57,51.4,3,0.49,85.9,0.89,,89.9,Pass,0
fea4cb35,SYN101774,2022,1,Commerce,COM102,year,69.5,8,0.75,64.9,11,0.73,81.2,0.98,,93.2,Pass,0
bd8e1552,SYN101774,2022,1,Commerce,COM103,semester1,77.1,5,0.73,84.9,4,0.69,73.0,0.94,,96.1,Pass,0
6a3bf450,SYN101774,2022,1,Commerce,COM104,semester1,99.4,5,0.77,93.4,2,0.77,80.5,0.99,,100.0,Pass,0
87aaa1b7,SYN101774,2022,1,Commerce,COM105,semester1,100.0,9,0.97,89.4,7,0.89,66.7,0.87,,95.1,Pass,0
8b90e518,SYN101774,2023,2,Commerce,COM201,semester2,80.9,2,0.71,78.3,0,0.62,75.3,0.88,86.3,75.5,Pass,0
8fedd54f,SYN101774,2023,2,Commerce,COM202,semester2,55.0,6,0.24,55.9,4,0.22,72.8,0.96,65.5,75.8,Pass,0
fd467423,SYN101774,2023,2,Commerce,COM203,semester2,50.6,6,0.39,49.6,3,0.37,64.9,0.97,72.7,81.6,Pass,0
8694bd7c,SYN101774,2023,2,Commerce,COM204,semester1,81.0,7,0.98,88.3,6,0.98,76.9,1.0,64.8,100.0,Pass,0
a14fb812,SYN101774,2023,2,Commerce,COM205,year,64.7,3,0.77,56.5,0,0.76,84.6,0.99,70.4,97.3,Pass,0
de36cec1,SYN101775,2022,1,Commerce,COM101,semester1,78.4,5,0.69,70.4,6,0.69,62.3,1.0,,38.5,Fail,1
25f7abec,SYN101775,2022,1,Commerce,COM102,year,92.1,5,0.52,82.6,4,0.5,55.7,0.98,,52.1,Fail,1
80541c4b,SYN101775,2022,1,Commerce,COM103,semester2,39.8,3,0.37,37.2,1,0.34,49.4,0.95,,41.2,Fail,1
a56e7921,SYN101775,2022,1,Commerce,COM104,semester1,36.7,6,0.53,34.0,6,0.53,63.1,1.0,,78.1,Pass,0
d532133e,SYN101775,2022,1,Commerce,COM105,semester1,50.9,4,0.44,38.0,3,0.31,43.9,0.81,,81.0,Pass,0
bf686efd,SYN101775,2023,2,Commerce,COM201,semester1,60.6,7,0.51,53.0,9,0.42,66.0,0.88,37.4,63.6,Pass,0
a6b57c1a,SYN101775,2023,2,Commerce,COM202,semester2,45.8,7,0.42,39.1,9,0.42,62.5,0.99,62.1,69.5,Pass,0
b6c33e4d,SYN101775,2023,2,Commerce,COM203,semester2,67.9,7,0.7,66.1,9,0.66,41.7,0.94,57.3,100.0,Pass,0
a3f523b2,SYN101775,2023,2,Commerce,COM204,semester2,80.7,4,0.53,85.8,1,0.51,63.7,0.98,78.2,82.9,Pass,0
95f4e6a9,SYN101775,2023,2,Commerce,COM205,semester2,79.4,6,0.76,82.8,6,0.74,68.3,0.98,,83.1,Pass,0
de7ea39e,SYN101775,2024,3,Commerce,COM301,semester1,57.6,5,0.71,65.5,7,0.71,57.8,0.99,,78.3,Withdrawn,0
1f23cfa0,SYN101775,2024,3,Commerce,COM302,semester1,58.0,6,0.47,53.3,9,0.47,50.3,1.0,69.4,37.8,Fail,1
f0222652,SYN101775,2024,3,Commerce,COM303,semester1,68.8,2,0.77,54.0,0,0.69,60.0,0.88,,92.4,Pass,0
0782247b,SYN101775,2024,3,Commerce,COM304,year,61.1,2,0.58,48.9,1,0.49,46.2,0.87,61.4,74.9,Pass,0
e0ba9830,SYN101775,2025,4,Commerce,COM401,semester1,62.3,7,0.67,44.7,5,0.57,50.2,0.86,67.7,81.8,Pass,0
738b5daf,SYN101775,2025,4,Commerce,COM402,semester2,92.2,5,0.63,90.3,7,0.63,64.4,1.0,64.2,89.2,Pass,0
29dcc041,SYN101775,2025,4,Commerce,COM403,year,66.4,9,0.59,65.7,8,0.58,61.1,0.97,84.7,84.4,Pass,0
890c963e,SYN101775,2026,5,Commerce,COM401,year,63.1,3,0.65,62.7,1,0.62,45.0,0.95,48.5,31.2,Fail,1
ce7b700b,SYN101775,2026,5,Commerce,COM402,year,66.1,5,0.54,61.0,2,0.45,45.0,0.88,,81.8,Pass,0
ac430669,SYN101775,2026,5,Commerce,COM403,semester2,55.5,8,0.51,42.3,9,0.41,57.1,0.86,52.9,69.3,Pass,0
b2647c4d,SYN101776,2022,1,Health Sciences,HEA101,semester2,46.9,5,0.1,43.5,5,0.0,47.7,0.85,,26.0,Fail,1
cbeb2b86,SYN101776,2022,1,Health Sciences,HEA102,semester1,50.5,5,0.43,47.2,5,0.4,46.7,0.96,,42.0,Fail,1
38f14c01,SYN101776,2022,1,Health Sciences,HEA103,year,53.4,2,0.3,31.9,0,0.19,36.1,0.84,,51.9,Pass,0
d217566e,SYN101776,2022,1,Health Sciences,HEA104,semester2,45.6,3,0.43,49.9,5,0.39,33.3,0.94,,53.8,Fail,1
3d4052d5,SYN101776,2022,1,Health Sciences,HEA105,year,39.4,5,0.56,16.2,8,0.39,36.0,0.76,,45.1,Fail,1
8785a1ac,SYN101776,2023,2,Health Sciences,HEA201,semester2,87.0,9,0.81,86.6,6,0.81,76.9,1.0,,49.3,Fail,1
6215cb4d,SYN101776,2023,2,Health Sciences,HEA202,semester2,84.9,9,0.74,88.0,8,0.74,46.4,1.0,,93.7,Pass,0
3a953c5c,SYN101776,2023,2,Health Sciences,HEA203,semester1,79.2,2,0.74,79.7,4,0.74,66.3,1.0,57.4,100.0,Pass,0
43c4a5a7,SYN101776,2023,2,Health Sciences,HEA204,year,61.7,5,0.75,47.3,3,0.69,76.5,0.91,,100.0,Pass,0
217cadcb,SYN101776,2023,2,Health Sciences,HEA205,semester2,64.0,7,0.53,70.3,4,0.53,69.1,1.0,70.7,74.6,Pass,0
ceea0a86,SYN101776,2024,3,Health Sciences,HEA301,semester2,37.7,5,0.38,31.2,6,0.26,50.1,0.83,88.8,29.0,Fail,1
f0443714,SYN101776,2024,3,Health Sciences,HEA302,semester2,40.6,6,0.33,35.6,8,0.33,77.7,1.0,57.7,86.9,Pass,0
3ba33dcd,SYN101776,2024,3,Health Sciences,HEA303,semester2,74.7,8,0.63,65.2,7,0.54,64.3,0.88,,99.6,Pass,0
ff7a129d,SYN101776,2024,3,Health Sciences,HEA304,semester2,64.7,8,0.54,53.9,11,0.51,75.3,0.95,76.0,100.0,Pass,0
c88025be,SYN101776,2025,4,Health Sciences,HEA401,semester2,75.7,5,0.77,71.3,8,0.74,63.1,0.96,48.5,97.0,Pass,0
e4ffb23f,SYN101776,2025,4,Health Sciences,HEA402,semester2,65.9,6,0.71,64.0,4,0.6,63.1,0.84,78.5,21.5,Fail,1
55932584,SYN101776,2025,4,Health Sciences,HEA403,semester2,61.6,0,0.63,62.9,0,0.6,77.4,0.96,,41.0,Fail,1
ee7bf22a,SYN101776,2026,5,Health Sciences,HEA401,semester2,54.4,9,0.62,39.8,7,0.52,55.2,0.86,53.5,77.6,Pass,0
e1e9a020,SYN101776,2026,5,Health Sciences,HEA402,semester2,47.7,6,0.41,28.5,5,0.27,46.5,0.8,,58.2,Pass,0
0f851481,SYN101776,2026,5,Health Sciences,HEA403,year,43.6,3,0.7,35.7,5,0.57,55.6,0.81,,87.1,Pass,0
cafb400b,SYN101776,2027,6,Health Sciences,HEA401,semester2,43.4,1,0.52,32.2,0,0.41,53.6,0.84,62.0,85.5,Pass,0
9454601e,SYN101776,2027,6,Health Sciences,HEA402,semester1,89.0,8,0.65,65.5,7,0.52,34.7,0.81,54.6,54.4,Pass,0
9757d817,SYN101776,2027,6,Health Sciences,HEA403,semester1,71.5,4,0.53,47.8,5,0.41,70.7,0.83,37.9,66.8,Pass,0
143b8362,SYN101777,2021,1,Science,SCI101,semester2,90.2,10,0.81,81.2,7,0.7,100.0,0.84,,100.0,Pass,0
612d1092,SYN101777,2021,1,Science,SCI102,semester2,84.6,9,1.0,82.0,9,1.0,96.9,1.0,,81.1,Pass,0
aecf0cd0,SYN101777,2021,1,Science,SCI103,semester2,100.0,12,0.95,93.7,13,0.87,91.3,0.89,,100.0,Pass,0
0d702613,SYN101777,2021,1,Science,SCI104,semester1,78.6,7,0.71,77.6,7,0.71,100.0,1.0,,93.5,Pass,0
f4fddbe3,SYN101777,2021,1,Science,SCI105,semester1,75.9,7,0.6,77.1,4,0.58,82.0,0.97,,87.3,Pass,0
ff1cea74,SYN101777,2022,2,Science,SCI201,year,81.9,9,0.58,61.9,8,0.47,82.3,0.84,,100.0,Pass,0
4b29aac6,SYN101777,2022,2,Science,SCI202,semester1,75.8,5,0.67,78.2,8,0.67,81.6,1.0,,91.1,Pass,0
b4a4c263,SYN101777,2022,2,Science,SCI203,semester1,88.7,8,0.91,74.8,9,0.9,78.1,0.98,100.0,96.9,Pass,0
c6011167,SYN101777,2022,2,Science,SCI204,semester1,97.3,9,0.81,85.6,6,0.68,76.6,0.81,81.4,83.5,Pass,0
a71cc3ca,SYN101777,2022,2,Science,SCI205,semester1,94.5,5,0.89,79.5,6,0.8,71.0,0.86,,66.7,Pass,0
5a3c8360,SYN101777,2023,3,Science,SCI301,semester1,86.3,6,0.78,86.8,4,0.78,67.0,1.0,73.1,94.7,Pass,0
5e93f896,SYN101777,2023,3,Science,SCI302,semester2,70.4,8,0.75,72.6,9,0.75,62.5,1.0,,96.4,Pass,0
ea732ca4,SYN101777,2023,3,Science,SCI303,semester1,95.1,8,0.79,89.0,7,0.79,73.1,1.0,,82.5,Pass,0
8457735d,SYN101777,2023,3,Science,SCI304,semester2,69.0,6,0.69,56.8,3,0.69,64.6,1.0,,88.3,Pass,0
89a4882d,SYN101778,2023,1,Commerce,COM101,semester1,99.8,9,1.0,92.9,10,0.9,71.0,0.85,,100.0,Pass,0
fb3d64f3,SYN101778,2023,1,Commerce,COM102,semester1,63.1,4,0.59,61.3,1,0.58,73.4,0.99,,34.6,Fail,1
3950e692,SYN101778,2023,1,Commerce,COM103,semester1,73.1,5,0.69,78.5,7,0.68,70.0,0.98,,89.6,Pass,0
171b8e19,SYN101778,2023,1,Commerce,COM104,year,72.0,4,0.47,62.0,2,0.38,72.9,0.87,,100.0,Pass,0
47dadad7,SYN101778,2023,1,Commerce,COM105,semester1,68.7,5,0.69,71.5,4,0.68,62.7,0.99,,100.0,Pass,0
29a23b6e,SYN101778,2024,2,Commerce,COM201,semester1,85.7,8,0.9,71.1,9,0.8,70.9,0.85,85.6,93.0,Pass,0
39aedf43,SYN101778,2024,2,Commerce,COM202,year,100.0,7,0.82,100.0,10,0.81,69.6,0.98,55.0,92.7,Pass,0
78e634ef,SYN101778,2024,2,Commerce,COM203,semester1,79.0,5,0.5,78.2,5,0.5,71.4,1.0,79.3,91.1,Pass,0
829ce803,SYN101778,2024,2,Commerce,COM204,year,75.8,3,0.89,79.7,6,0.87,57.1,0.98,75.9,95.2,Pass,0
eca63ffa,SYN101778,2024,2,Commerce,COM205,semester2,58.5,2,0.66,61.0,3,0.65,62.6,0.99,75.9,77.2,Pass,0
1de96db2,SYN101779,2022,1,Commerce,COM101,semester2,52.0,5,0.51,40.4,4,0.46,54.0,0.92,,93.3,Pass,0
c08c8425,SYN101779,2022,1,Commerce,COM102,semester2,71.6,4,0.48,75.8,2,0.47,56.4,0.98,,82.0,Pass,0
2e28c938,SYN101779,2022,1,Commerce,COM103,semester2,69.2,4,0.72,71.9,3,0.7,66.8,0.98,,59.7,Fail,1
4ae0222b,SYN101779,2022,1,Commerce,COM104,semester1,76.6,3,0.87,57.6,3,0.78,56.2,0.86,,38.0,Fail,1
b78666b6,SYN101779,2022,1,Commerce,COM105,semester1,49.3,3,0.4,31.2,3,0.31,59.9,0.87,,76.0,Pass,0
66670e72,SYN101779,2023,2,Commerce,COM201,semester1,54.0,6,0.57,47.1,6,0.56,66.2,0.98,71.7,86.8,Pass,0
85799ab4,SYN101779,2023,2,Commerce,COM202,year,99.5,7,0.83,82.4,5,0.77,70.6,0.91,72.2,46.9,Fail,1
5057c36f,SYN101779,2023,2,Commerce,COM203,year,62.4,3,0.58,39.4,0,0.5,87.4,0.89,,100.0,Pass,0
719c4489,SYN101779,2023,2,Commerce,COM204,semester1,51.3,4,0.49,47.7,4,0.43,100.0,0.92,,85.3,Pass,0
a94b6a1f,SYN101779,2023,2,Commerce,COM205,semester2,57.1,9,0.67,62.0,8,0.64,65.7,0.97,78.0,85.0,Pass,0
9ef4f513,SYN101779,2024,3,Commerce,COM301,year,72.5,0,0.68,63.2,0,0.66,68.2,0.96,76.1,100.0,Pass,0
79f2adf9,SYN101779,2024,3,Commerce,COM302,semester2,42.9,3,0.62,42.1,1,0.59,59.6,0.96,66.7,63.0,Pass,0
79b65d6e,SYN101779,2024,3,Commerce,COM303,semester1,76.9,8,0.68,66.6,7,0.64,52.2,0.95,,38.3,Fail,1
6a05989d,SYN101779,2024,3,Commerce,COM304,semester1,90.2,3,0.76,76.7,5,0.68,73.0,0.88,66.5,86.4,Pass,0
17f00a6c,SYN101779,2025,4,Commerce,COM401,semester1,83.5,11,0.75,78.4,10,0.75,65.5,1.0,75.9,95.9,Pass,0
c8b3421e,SYN101779,2025,4,Commerce,COM402,semester2,78.7,8,0.66,79.8,5,0.66,48.0,1.0,,97.1,Pass,0
4fb6303c,SYN101779,2025,4,Commerce,COM403,semester1,80.7,4,0.79,74.5,5,0.79,59.0,1.0,54.3,81.1,Pass,0
8411f917,SYN101779,2026,5,Commerce,COM401,semester2,90.8,2,0.83,72.9,0,0.72,93.9,0.84,84.6,82.3,Pass,0
b69e204b,SYN101779,2026,5,Commerce,COM402,year,87.7,5,0.81,76.4,7,0.71,83.6,0.85,79.1,90.8,Pass,0
d1d68fc6,SYN101779,2026,5,Commerce,COM403,semester1,89.5,7,0.75,94.5,8,0.7,92.9,0.93,,89.7,Pass,0
2c6317ed,SYN101779,2027,6,Commerce,COM401,semester2,73.9,9,0.73,45.1,8,0.49,49.6,0.65,66.1,78.2,Pass,0
5da08055,SYN101779,2027,6,Commerce,COM402,semester1,53.3,5,0.29,48.0,4,0.24,47.1,0.93,55.4,84.8,Pass,0
378822e2,SYN101779,2027,6,Commerce,COM403,semester2,50.8,4,0.4,48.8,7,0.39,42.5,0.99,67.1,64.3,Pass,0
59a57b6f,SYN101779,2028,7,Commerce,COM401,semester2,24.3,3,0.22,2.9,1,0.11,31.6,0.84,,45.2,Fail,1
cb7b675d,SYN101779,2028,7,Commerce,COM402,semester2,45.0,4,0.69,31.0,2,0.57,37.7,0.82,57.2,15.8,Fail,1
93ca7f38,SYN101779,2028,7,Commerce,COM403,year,30.0,1,0.14,21.1,2,0.04,48.7,0.85,63.2,42.4,Fail,1
194baea7,SYN101780,2023,1,Science,SCI101,semester1,52.8,3,0.61,56.4,3,0.54,65.8,0.89,,81.6,Pass,0
707e78cd,SYN101780,2023,1,Science,SCI102,semester1,82.5,5,0.77,77.5,2,0.72,48.3,0.92,,68.6,Pass,0
6268a725,SYN101780,2023,1,Science,SCI103,year,97.0,5,1.0,78.6,6,0.83,52.5,0.75,,57.1,Fail,1
4eefb5e1,SYN101780,2023,1,Science,SCI104,year,91.5,12,0.92,85.9,9,0.92,72.5,1.0,,100.0,Pass,0
73d90206,SYN101780,2023,1,Science,SCI105,semester1,72.2,4,0.61,69.4,6,0.58,63.3,0.96,,83.0,Pass,0
4b87b344,SYN101780,2024,2,Science,SCI201,semester2,56.7,3,0.46,39.0,2,0.4,79.3,0.91,61.8,31.9,Fail,1
7d1c5e5c,SYN101780,2024,2,Science,SCI202,semester2,60.3,3,0.52,59.6,1,0.52,52.9,1.0,47.5,19.5,Fail,1
733fd22a,SYN101780,2024,2,Science,SCI203,year,50.1,3,0.25,45.2,5,0.25,69.4,1.0,66.5,50.2,Fail,1
e43cf322,SYN101780,2024,2,Science,SCI204,semester2,77.4,7,0.78,55.6,5,0.7,86.7,0.88,63.7,86.6,Pass,0
6c43d4ab,SYN101780,2024,2,Science,SCI205,semester2,68.5,6,0.43,83.7,3,0.43,64.6,1.0,64.7,97.6,Pass,0
753adb64,SYN101780,2025,3,Science,SCI301,semester2,43.1,3,0.28,25.1,2,0.13,83.0,0.78,72.8,41.7,Fail,1
5aa1d7f5,SYN101780,2025,3,Science,SCI302,semester1,50.3,2,0.42,62.8,2,0.42,64.3,1.0,,86.8,Pass,0
a15d9314,SYN101780,2025,3,Science,SCI303,year,61.9,6,0.63,51.8,3,0.59,57.0,0.95,,91.9,Pass,0
3554f494,SYN101780,2025,3,Science,SCI304,semester2,76.4,6,0.72,75.0,6,0.71,64.9,0.99,78.5,15.5,Fail,1
931676dd,SYN101780,2026,4,Science,SCI401,semester1,46.8,5,0.37,50.8,7,0.34,76.6,0.95,87.8,88.0,Pass,0
48a651ca,SYN101780,2026,4,Science,SCI402,year,91.8,7,0.8,86.6,4,0.73,80.0,0.9,91.9,92.8,Pass,0
2d88cf62,SYN101780,2026,4,Science,SCI403,semester1,80.1,8,0.75,78.6,11,0.75,72.8,1.0,69.1,100.0,Pass,0
4c06e652,SYN101780,2027,5,Science,SCI401,semester1,42.2,4,0.43,40.8,5,0.43,44.2,1.0,58.8,43.2,Fail,1
95db7cb7,SYN101780,2027,5,Science,SCI402,year,32.7,7,0.33,14.4,7,0.22,59.8,0.85,,40.0,Fail,1
a8f68e6f,SYN101780,2027,5,Science,SCI403,semester1,63.3,4,0.69,55.6,3,0.66,40.1,0.96,37.6,22.8,Fail,1
24d2eb55,SYN101781,2021,1,Engineering,ENG101,semester2,42.5,7,0.65,25.2,7,0.54,47.4,0.84,,29.7,Fail,1
4e68d849,SYN101781,2021,1,Engineering,ENG102,semester1,13.0,1,0.18,0.0,2,0.04,47.2,0.81,,36.5,Fail,1
75a34cf8,SYN101781,2021,1,Engineering,ENG103,year,45.5,5,0.52,49.7,2,0.52,41.5,1.0,,34.7,Fail,1
73ee52c2,SYN101781,2021,1,Engineering,ENG104,semester2,59.6,5,0.66,39.7,4,0.56,56.6,0.85,,66.6,Pass,0
aadb397c,SYN101781,2021,1,Engineering,ENG105,semester1,56.2,3,0.39,39.5,0,0.26,36.5,0.82,,42.6,Fail,1
14f3b211,SYN101781,2022,2,Engineering,ENG201,semester1,93.6,3,0.68,83.9,0,0.6,70.1,0.88,75.7,100.0,Pass,0
1a17ec1b,SYN101781,2022,2,Engineering,ENG202,semester1,81.4,5,0.65,74.3,8,0.63,65.7,0.98,75.7,83.0,Pass,0
2a367005,SYN101781,2022,2,Engineering,ENG203,semester2,76.8,8,0.57,52.4,9,0.46,64.0,0.85,,97.7,Pass,0
9c15ad4a,SYN101781,2022,2,Engineering,ENG204,semester2,53.6,5,0.39,48.4,2,0.39,62.9,1.0,,88.1,Pass,0
fff74204,SYN101781,2022,2,Engineering,ENG205,semester2,100.0,8,0.86,100.0,5,0.86,73.4,0.99,84.5,86.8,Pass,0
9c11b8e8,SYN101781,2023,3,Engineering,ENG301,semester1,51.9,6,0.44,54.7,3,0.44,58.6,1.0,69.9,61.5,Pass,0
763a719f,SYN101781,2023,3,Engineering,ENG302,semester1,83.3,8,0.52,66.1,10,0.43,68.2,0.88,45.0,90.6,Pass,0
1154e444,SYN101781,2023,3,Engineering,ENG303,semester1,70.6,5,0.56,78.3,5,0.56,64.7,1.0,,45.1,Fail,1
16f09250,SYN101781,2023,3,Engineering,ENG304,semester1,87.1,12,0.89,59.7,14,0.74,86.0,0.79,63.7,91.8,Pass,0
83cb51c2,SYN101781,2024,4,Engineering,ENG401,semester2,60.1,2,0.64,64.0,2,0.64,69.5,1.0,77.5,81.1,Pass,0
6b3e62e9,SYN101781,2024,4,Engineering,ENG402,semester1,56.1,4,0.55,35.5,3,0.43,83.7,0.84,100.0,100.0,Pass,0
f49a9838,SYN101781,2024,4,Engineering,ENG403,semester1,51.2,4,0.55,44.5,1,0.51,71.2,0.94,82.8,96.0,Pass,0
d6d40af5,SYN101781,2025,5,Engineering,ENG401,semester2,36.2,3,0.4,23.0,1,0.27,56.6,0.81,64.7,83.8,Pass,0
dc546696,SYN101781,2025,5,Engineering,ENG402,year,72.0,5,0.69,68.8,5,0.68,50.4,0.99,77.9,90.4,Pass,0
bd96a037,SYN101781,2025,5,Engineering,ENG403,year,55.8,1,0.43,24.6,2,0.16,64.3,0.62,50.4,66.2,Pass,0
3378c725,SYN101781,2026,6,Engineering,ENG401,semester2,48.1,6,0.48,17.0,7,0.28,63.7,0.7,59.6,43.5,Fail,1
829bec9e,SYN101781,2026,6,Engineering,ENG402,semester1,64.1,5,0.53,37.0,2,0.34,48.7,0.72,,99.1,Pass,0
09f95d09,SYN101781,2026,6,Engineering,ENG403,semester1,34.1,1,0.33,15.7,2,0.22,68.4,0.84,,73.5,Pass,0
839c8c97,SYN101782,2022,1,Health Sciences,HEA101,semester1,54.6,4,0.37,44.7,7,0.31,50.1,0.91,,60.2,Pass,0
31b933ef,SYN101782,2022,1,Health Sciences,HEA102,semester1,37.1,2,0.32,27.8,4,0.27,67.0,0.93,,89.9,Pass,0
c9cf7119,SYN101782,2022,1,Health Sciences,HEA103,semester2,52.5,5,0.57,25.4,7,0.38,50.5,0.73,,33.4,Fail,1
78e3928a,SYN101782,2022,1,Health Sciences,HEA104,semester1,49.2,5,0.51,31.0,7,0.4,75.8,0.84,,19.2,Fail,1
5e482799,SYN101782,2022,1,Health Sciences,HEA105,year,27.4,1,0.28,13.4,4,0.14,44.2,0.8,,25.0,Fail,1
1b3ad9d3,SYN101782,2023,2,Health Sciences,HEA201,semester2,50.7,4,0.37,36.8,1,0.26,69.3,0.84,61.3,66.4,Pass,0
e9b0f304,SYN101782,2023,2,Health Sciences,HEA202,semester1,72.2,5,0.7,58.2,7,0.58,58.3,0.83,69.5,48.0,Fail,1
22d66a78,SYN101782,2023,2,Health Sciences,HEA203,semester1,18.5,3,0.21,14.7,1,0.19,46.1,0.96,65.0,33.6,Fail,1
baf5ac42,SYN101782,2023,2,Health Sciences,HEA204,semester2,51.5,5,0.42,35.0,5,0.3,62.0,0.83,,39.3,Fail,1
c0b6f906,SYN101782,2023,2,Health Sciences,HEA205,semester1,64.3,10,0.69,49.3,10,0.6,52.1,0.87,78.4,85.7,Pass,0
ab1ceac9,SYN101782,2024,3,Health Sciences,HEA301,semester2,32.6,1,0.19,28.2,4,0.13,59.3,0.91,,66.2,Pass,0
e84840fa,SYN101782,2024,3,Health Sciences,HEA302,semester2,48.1,3,0.41,36.4,0,0.29,72.1,0.83,64.2,72.6,Pass,0
1005f67d,SYN101782,2024,3,Health Sciences,HEA303,semester2,44.9,5,0.28,25.4,4,0.17,48.4,0.84,74.2,25.6,Fail,1
720de67d,SYN101782,2024,3,Health Sciences,HEA304,semester1,36.9,2,0.4,21.2,5,0.35,52.4,0.93,68.1,26.3,Fail,1
8bdebce1,SYN101782,2025,4,Health Sciences,HEA401,semester2,65.3,9,0.69,62.7,9,0.68,78.7,0.98,,77.3,Pass,0
3367cd20,SYN101782,2025,4,Health Sciences,HEA402,semester1,85.4,5,0.6,91.2,7,0.6,70.9,1.0,,97.7,Pass,0
357fccf2,SYN101782,2025,4,Health Sciences,HEA403,semester1,75.7,9,0.74,75.2,9,0.74,73.7,1.0,79.1,100.0,Pass,0
e2e25cf7,SYN101782,2026,5,Health Sciences,HEA401,year,63.3,5,0.44,32.9,6,0.33,49.9,0.84,53.6,74.9,Pass,0
72aa7dcd,SYN101782,2026,5,Health Sciences,HEA402,semester2,59.8,5,0.57,42.8,5,0.56,41.8,0.99,,33.4,Fail,1
3f99c0e2,SYN101782,2026,5,Health Sciences,HEA403,semester1,73.0,4,0.67,68.1,2,0.58,66.7,0.87,,100.0,Pass,0
3624e243,SYN101782,2027,6,Health Sciences,HEA401,semester2,25.8,3,0.19,29.1,3,0.14,56.8,0.94,,34.4,Fail,1
